Orden de Venta,Creacion Orden de Venta,Codigo Cliente,Articulo,Cantidad,Unidad de venta,Segmento Cliente
ABC065023,2021-02-25,054FD593,IVP15060,1200,KG,Automotriz
ABC065024,2021-02-25,EDD2371F,IVP09022,300,L,Metal Mecanica
ABC065022,2021-02-25,A760F354,IVP04039,3,PZA,Genericos
ABC065021,2021-02-25,582E3E9C,IVP11530,900,L,Metal Mecanica
ABC065026,2021-02-25,3D41483E,IVP11277,28,L,Alimentos y farmaceutica
ABC065020,2021-02-25,3D41483E,IVP07170,12,KG,Alimentos y farmaceutica
ABC065019,2021-02-25,55B3EB6B,IVP11046,15,L,Metal Mecanica
ABC065062,2021-02-26,EDD2371F,IVP09035,780,KG,Metal Mecanica
ABC065062,2021-02-26,EDD2371F,IVP09035,780,KG,Metal Mecanica
ABC065062,2021-02-26,EDD2371F,IVP09036,78,KG,Metal Mecanica
ABC065062,2021-02-26,EDD2371F,IVP09036,78,KG,Metal Mecanica
ABC065062,2021-02-26,EDD2371F,IVP09035,780,KG,Metal Mecanica
ABC065062,2021-02-26,EDD2371F,IVP09036,78,KG,Metal Mecanica
ABC065064,2021-02-26,7506A90E,IVP07104,27,KG,Distribuidor
ABC065063,2021-02-26,84B37FD3,IVP07077,54,KG,Cemento
ABC065063,2021-02-26,84B37FD3,IVP11213,312,L,Cemento
ABC065063,2021-02-26,84B37FD3,IVP07258,540,KG,Cemento
ABC065064,2021-02-26,7506A90E,IVP11269,57,L,Distribuidor
ABC065062,2021-02-26,EDD2371F,IVP09035,780,KG,Metal Mecanica
ABC065064,2021-02-26,7506A90E,IVP07201,27,KG,Distribuidor
ABC065060,2021-02-26,A760F354,IVP04039,3,PZA,Genericos
ABC065062,2021-02-26,EDD2371F,IVP09036,78,KG,Metal Mecanica
ABC065061,2021-02-26,E0EA2123,IVP08007,30,KG,Aceros
ABC065055,2021-02-26,C7045DDB,IVP07169,81,KG,Aceros
ABC065039,2021-02-26,F6F39D95,IVP11346,27,KG,Subsidiarias
ABC065040,2021-02-26,F97390F5,IVP08017,81,KG,Metal Mecanica
ABC065041,2021-02-26,D3C21C74,IVP11515,600,L,Aceros
ABC065042,2021-02-26,68C66165,IVP11146,114,L,Automotriz
ABC065042,2021-02-26,68C66165,IVP07002,81,KG,Automotriz
ABC065043,2021-02-26,1C46A863,IVP04009,18,PZA,Alimentos y farmaceutica
ABC065044,2021-02-26,9E79B253,IVP04009,18,PZA,Distribuidor
ABC065045,2021-02-26,9450D4F7,IVP07274,27,KG,Intercompanias
ABC065046,2021-02-26,DD2BF499,IVP08003,4,KG,Metal Mecanica
ABC065047,2021-02-26,68F46D1A,IVP07094,3240,KG,Aceros
ABC065048,2021-02-26,35250F34,IVP07165,36,PZA,Alimentos y farmaceutica
ABC065049,2021-02-26,A760F354,IVP04039,4,PZA,Genericos
ABC065050,2021-02-26,A760F354,IVP04039,3,PZA,Genericos
ABC065051,2021-02-26,A8FAB560,IVP11274,28,L,Distribuidor
ABC065054,2021-02-26,7F92C6D6,IVP07077,36,PZA,Minas
ABC065057,2021-02-26,98199268,IVP07309,27,KG,
ABC065044,2021-02-26,9E79B253,IVP11026,28,L,Distribuidor
ABC065065,2021-02-27,2D89F7AC,IVP11213,106,L,Cemento
ABC065066,2021-02-27,C6B00475,IVP08040,60,KG,Cemento
ABC065067,2021-02-27,EDD2371F,IVP09031,600,KG,Metal Mecanica
ABC065077,2021-02-28,CAF07F07,IVP11345,57,L,Alimentos y farmaceutica
ABC065077,2021-02-28,CAF07F07,IVP07294,54,KG,Alimentos y farmaceutica
ABC065077,2021-02-28,CAF07F07,IVP07294,54,KG,Alimentos y farmaceutica
ABC065077,2021-02-28,CAF07F07,IVP07077,54,KG,Alimentos y farmaceutica
ABC065077,2021-02-28,CAF07F07,IVP07077,54,KG,Alimentos y farmaceutica
ABC065077,2021-02-28,CAF07F07,IVP07223,27,KG,Alimentos y farmaceutica
ABC065077,2021-02-28,CAF07F07,IVP07387,54,KG,Alimentos y farmaceutica
ABC065077,2021-02-28,CAF07F07,IVP07387,54,KG,Alimentos y farmaceutica
ABC065077,2021-02-28,CAF07F07,IVP11345,57,L,Alimentos y farmaceutica
ABC065077,2021-02-28,CAF07F07,IVP07331,27,KG,Alimentos y farmaceutica
ABC065077,2021-02-28,CAF07F07,IVP07223,27,KG,Alimentos y farmaceutica
ABC065076,2021-02-28,CBA4E19F,IVP15034,1800,KG,Automotriz
ABC065077,2021-02-28,CAF07F07,IVP07331,27,KG,Alimentos y farmaceutica
ABC065072,2021-02-28,78E7AA1B,IVP11158,300,L,Distribuidor
ABC065071,2021-02-28,BA62A6B7,IVP11027,85,L,Distribuidor
ABC065070,2021-02-28,5E88DBFE,IVP15107,60,KG,Automotriz
ABC065072,2021-02-28,78E7AA1B,IVP08016,60,KG,Distribuidor
ABC065069,2021-02-28,467BAA26,IVP07267,54,KG,
ABC065074,2021-02-28,CAF07F07,IVP11136,300,L,Alimentos y farmaceutica
ABC065074,2021-02-28,CAF07F07,IVP11057,300,L,Alimentos y farmaceutica
ABC065068,2021-02-28,5E4FFB9B,IVP11158,114,L,Alimentos y farmaceutica
ABC065074,2021-02-28,CAF07F07,IVP11060,300,L,Alimentos y farmaceutica
ABC065075,2021-02-28,90E8453B,IVP07133,810,KG,Distribuidor
ABC065073,2021-02-28,2DBC1BCC,IVP11576,600,L,Alimentos y farmaceutica
ABC065092,2021-03-01,B45EE54A,IVP01011,7,L,Genericos
ABC065089,2021-03-01,01BC8F49,IVP01010,30,PZA,Genericos
ABC065090,2021-03-01,BA62A6B7,IVP07309,54,KG,Distribuidor
ABC065093,2021-03-01,A760F354,IVP15196,1,L,Genericos
ABC065100,2021-03-01,EDD2371F,IVP09009,1620,KG,Metal Mecanica
ABC065095,2021-03-01,3A7E664A,IVP15123,600,KG,Automotriz
ABC065096,2021-03-01,3A7E664A,IVP15123,1500,KG,Automotriz
ABC065097,2021-03-01,A1C73FF5,IVP07145,135,KG,Aceros
ABC065098,2021-03-01,648FD157,IVP11501,85,L,Metal Mecanica
ABC065100,2021-03-01,EDD2371F,IVP09028,270,KG,Metal Mecanica
ABC065094,2021-03-01,CA62878B,IVP11090,114,L,Alimentos y farmaceutica
ABC065088,2021-03-01,7E9B6EB2,IVP07133,162,KG,Genericos
ABC065091,2021-03-01,01BC8F49,IVP04040,1,PZA,Genericos
ABC065087,2021-03-01,03348761,IVP01015,450,L,
ABC065080,2021-03-01,A760F354,IVP04039,1,PZA,Genericos
ABC065087,2021-03-01,03348761,IVP01015,450,L,
ABC065081,2021-03-01,526D1E4B,IVP11479,300,L,Metal Mecanica
ABC065079,2021-03-01,A760F354,IVP04039,3,PZA,Genericos
ABC065084,2021-03-01,6D376B5B,IVP07448,27,KG,Aceros
ABC065085,2021-03-01,B6E4AC9F,IVP07405,81,KG,Automotriz
ABC065086,2021-03-01,C7045DDB,IVP07169,216,KG,Aceros
ABC065087,2021-03-01,03348761,IVP01015,2250,L,
ABC065087,2021-03-01,03348761,IVP01015,2250,L,
ABC065087,2021-03-01,03348761,IVP01015,450,L,
ABC065087,2021-03-01,03348761,IVP01015,2250,L,
ABC065087,2021-03-01,03348761,IVP01015,1800,L,
ABC065087,2021-03-01,03348761,IVP01015,450,L,
ABC065087,2021-03-01,03348761,IVP01015,1800,L,
ABC065087,2021-03-01,03348761,IVP01015,1800,L,
ABC065087,2021-03-01,03348761,IVP01015,2250,L,
ABC065087,2021-03-01,03348761,IVP01015,1800,L,
ABC065078,2021-03-01,78E7AA1B,IVP10002,4,PZA,Distribuidor
ABC065123,2021-03-02,A760F354,IVP04039,4,PZA,Genericos
ABC065124,2021-03-02,D4C576EB,IVP07292,108,KG,Subsidiarias
ABC065125,2021-03-02,D4C576EB,IVP07292,216,KG,Subsidiarias
ABC065126,2021-03-02,A760F354,IVP04039,3,PZA,Genericos
ABC065122,2021-03-02,A760F354,IVP04039,3,PZA,Genericos
ABC065132,2021-03-02,018C4FFA,IVP10025,270,KG,Metal Mecanica
ABC065128,2021-03-02,622E5F1D,IVP11169,28,L,Alimentos y farmaceutica
ABC065130,2021-03-02,A760F354,IVP04040,1,PZA,Genericos
ABC065131,2021-03-02,9F546608,IVP07112,54,KG,Quimica y Petroquimica
ABC065127,2021-03-02,B678967B,IVP15513,1,L,Genericos
ABC065121,2021-03-02,D642EF3F,IVP13011,405,L,Metal Mecanica
ABC065129,2021-03-02,DADD0CEF,IVP07420,1080,KG,Alimentos y farmaceutica
ABC065119,2021-03-02,D4C576EB,IVP15212,1,KG,Subsidiarias
ABC065101,2021-03-02,2BCBD4C5,IVP11137,300,L,Genericos
ABC065120,2021-03-02,35250F34,IVP04009,72,PZA,Alimentos y farmaceutica
ABC065103,2021-03-02,54E63C2E,IVP07239,81,KG,Distribuidor
ABC065104,2021-03-02,FD778D94,IVP11090,57,L,Distribuidor
ABC065105,2021-03-02,662FC7B6,IVP14051,270,KG,Automotriz
ABC065106,2021-03-02,C7045DDB,IVP07452,540,KG,Aceros
ABC065107,2021-03-02,044600D2,IVP07480,270,KG,Distribuidor
ABC065107,2021-03-02,044600D2,IVP07480,135,KG,Distribuidor
ABC065108,2021-03-02,044600D2,IVP07331,135,KG,Distribuidor
ABC065108,2021-03-02,044600D2,IVP07331,135,KG,Distribuidor
ABC065108,2021-03-02,044600D2,IVP07412,135,KG,Distribuidor
ABC065102,2021-03-02,FD778D94,IVP07480,27,KG,Distribuidor
ABC065109,2021-03-02,044600D2,IVP07387,189,KG,Distribuidor
ABC065108,2021-03-02,044600D2,IVP07412,135,KG,Distribuidor
ABC065115,2021-03-02,84248F60,IVP14003,270,KG,Automotriz
ABC065114,2021-03-02,84248F60,IVP14003,540,KG,Automotriz
ABC065114,2021-03-02,84248F60,IVP14003,540,KG,Automotriz
ABC065119,2021-03-02,D4C576EB,IVP15123,1,KG,Subsidiarias
ABC065111,2021-03-02,044600D2,IVP11503,300,L,Distribuidor
ABC065110,2021-03-02,044600D2,IVP11603,57,L,Distribuidor
ABC065110,2021-03-02,044600D2,IVP11611,142,L,Distribuidor
ABC065109,2021-03-02,044600D2,IVP11253,199,L,Distribuidor
ABC065112,2021-03-02,27926DD7,IVP15023,300,KG,Metal Mecanica
ABC065143,2021-03-03,2C005B51,IVP07480,4,PZA,Distribuidor
ABC065147,2021-03-03,12558C43,IVP07229,270,KG,Aceros
ABC065146,2021-03-03,1E71EB30,IVP07214,81,KG,Automotriz
ABC065146,2021-03-03,1E71EB30,IVP07214,81,KG,Automotriz
ABC065146,2021-03-03,1E71EB30,IVP07214,81,KG,Automotriz
ABC065146,2021-03-03,1E71EB30,IVP07214,81,KG,Automotriz
ABC065145,2021-03-03,1C110892,IVP07131,270,KG,Aceros
ABC065144,2021-03-03,759A7216,IVP11162,85,L,Alimentos y farmaceutica
ABC065141,2021-03-03,A760F354,IVP04042,3,PZA,Genericos
ABC065136,2021-03-03,054FD593,IVP15060,1200,KG,Automotriz
ABC065139,2021-03-03,B3082989,IVP04040,15,PZA,Genericos
ABC065138,2021-03-03,054FD593,IVP15087,4,PZA,Automotriz
ABC065137,2021-03-03,D0B40618,IVP15196,7,L,Metal Mecanica
ABC065135,2021-03-03,B678967B,IVP15212,1,KG,Genericos
ABC065134,2021-03-03,339192DF,IVP07207,270,KG,Distribuidor
ABC065133,2021-03-03,819B1521,IVP07169,81,KG,Metal Mecanica
ABC065148,2021-03-03,3A7E664A,IVP99039,1,PZA,Automotriz
ABC065140,2021-03-03,875B06ED,IVP09024,285,KG,Metal Mecanica
ABC065148,2021-03-03,3A7E664A,IVP99031,1,PZA,Automotriz
ABC065149,2021-03-03,5E232EC0,IVP11045,57,L,Metal Mecanica
ABC065149,2021-03-03,5E232EC0,IVP11045,57,L,Metal Mecanica
ABC065149,2021-03-03,5E232EC0,IVP11045,57,L,Metal Mecanica
ABC065149,2021-03-03,5E232EC0,IVP11045,57,L,Metal Mecanica
ABC065150,2021-03-03,D3F3041A,IVP07267,81,KG,Minas
ABC065151,2021-03-03,7088FA5B,IVP15087,180,PZA,Automotriz
ABC065151,2021-03-03,7088FA5B,IVP04015,18,PZA,Automotriz
ABC065152,2021-03-03,2618C5D0,IVP04001,36,PZA,Aceros
ABC065164,2021-03-04,679AE0D4,IVP11213,57,L,Cemento
ABC065164,2021-03-04,679AE0D4,IVP11213,28,L,Cemento
ABC065167,2021-03-04,C7045DDB,IVP07169,162,KG,Aceros
ABC065168,2021-03-04,BA62A6B7,IVP11588,3300,L,Distribuidor
ABC065168,2021-03-04,BA62A6B7,IVP11588,3300,L,Distribuidor
ABC065171,2021-03-04,A2342DF3,IVP11080,28,L,Aceros
ABC065170,2021-03-04,DB26C066,IVP04001,18,PZA,Aceros
ABC065171,2021-03-04,A2342DF3,IVP11080,28,L,Aceros
ABC065163,2021-03-04,7EFC39AE,IVP07169,810,KG,Aceros
ABC065171,2021-03-04,A2342DF3,IVP11080,28,L,Aceros
ABC065171,2021-03-04,A2342DF3,IVP11080,28,L,Aceros
ABC065172,2021-03-04,A2342DF3,IVP11080,28,L,Aceros
ABC065173,2021-03-04,E0EA2123,IVP07294,270,KG,Aceros
ABC065169,2021-03-04,DB26C066,IVP07294,270,KG,Aceros
ABC065163,2021-03-04,7EFC39AE,IVP07293,1620,KG,Aceros
ABC065168,2021-03-04,BA62A6B7,IVP11588,3300,L,Distribuidor
ABC065153,2021-03-04,1E0BDDCC,IVP07332,81,KG,Metal Mecanica
ABC065154,2021-03-04,68F46D1A,IVP07304,1350,KG,Aceros
ABC065155,2021-03-04,9B3B1F31,IVP08017,2400,KG,Metal Mecanica
ABC065156,2021-03-04,9B3B1F31,IVP08017,2400,KG,Metal Mecanica
ABC065157,2021-03-04,9B3B1F31,IVP08017,2400,KG,Metal Mecanica
ABC065158,2021-03-04,9B3B1F31,IVP08017,2400,KG,Metal Mecanica
ABC065159,2021-03-04,B5687310,IVP11663,28,L,Metal Mecanica
ABC065160,2021-03-04,3D41483E,IVP11253,85,L,Alimentos y farmaceutica
ABC065160,2021-03-04,3D41483E,IVP11253,85,L,Alimentos y farmaceutica
ABC065160,2021-03-04,3D41483E,IVP11253,85,L,Alimentos y farmaceutica
ABC065160,2021-03-04,3D41483E,IVP11253,85,L,Alimentos y farmaceutica
ABC065185,2021-03-05,F6F39D95,IVP07269,1080,KG,Subsidiarias
ABC065193,2021-03-05,E0EA2123,IVP07142,540,KG,Aceros
ABC065192,2021-03-05,5E88DBFE,IVP15107,60,KG,Automotriz
ABC065191,2021-03-05,DC076762,IVP07076,27,KG,Minas
ABC065190,2021-03-05,ADAAE913,IVP07157,1620,KG,Aceros
ABC065188,2021-03-05,74A1EBD4,IVP07157,270,KG,Aceros
ABC065185,2021-03-05,F6F39D95,IVP07452,2700,KG,Subsidiarias
ABC065184,2021-03-05,F6F39D95,IVP07243,14040,KG,Subsidiarias
ABC065185,2021-03-05,F6F39D95,IVP07384,5940,KG,Subsidiarias
ABC065185,2021-03-05,F6F39D95,IVP07191,2160,KG,Subsidiarias
ABC065187,2021-03-05,74A1EBD4,IVP07157,270,KG,Aceros
ABC065185,2021-03-05,F6F39D95,IVP07480,2160,KG,Subsidiarias
ABC065189,2021-03-05,018C4FFA,IVP10025,300,KG,Metal Mecanica
ABC065201,2021-03-05,A760F354,IVP04039,4,PZA,Genericos
ABC065200,2021-03-05,A2342DF3,IVP07203,270,KG,Aceros
ABC065199,2021-03-05,DB26C066,IVP07222,27,KG,Aceros
ABC065198,2021-03-05,A2342DF3,IVP11080,57,L,Aceros
ABC065197,2021-03-05,759A7216,IVP11252,85,L,Alimentos y farmaceutica
ABC065184,2021-03-05,F6F39D95,IVP07452,16200,KG,Subsidiarias
ABC065196,2021-03-05,9D9A62E2,IVP11479,600,L,Metal Mecanica
ABC065183,2021-03-05,4D8CDE44,IVP07446,108,KG,Distribuidor
ABC065180,2021-03-05,2C005B51,IVP11136,57,L,Distribuidor
ABC065183,2021-03-05,4D8CDE44,IVP04014,36,PZA,Distribuidor
ABC065174,2021-03-05,B45EE54A,IVP01012,1,L,Genericos
ABC065175,2021-03-05,A760F354,IVP04039,4,PZA,Genericos
ABC065176,2021-03-05,A760F354,IVP04039,3,PZA,Genericos
ABC065177,2021-03-05,1C110892,IVP07099,7560,KG,Aceros
ABC065178,2021-03-05,044600D2,IVP11092,57,L,Distribuidor
ABC065178,2021-03-05,044600D2,IVP04009,36,PZA,Distribuidor
ABC065183,2021-03-05,4D8CDE44,IVP07446,108,KG,Distribuidor
ABC065179,2021-03-05,728200A1,IVP11576,300,L,Alimentos y farmaceutica
ABC065180,2021-03-05,2C005B51,IVP11341,28,L,Distribuidor
ABC065180,2021-03-05,2C005B51,IVP11341,28,L,Distribuidor
ABC065180,2021-03-05,2C005B51,IVP04009,90,PZA,Distribuidor
ABC065180,2021-03-05,2C005B51,IVP04009,90,PZA,Distribuidor
ABC065180,2021-03-05,2C005B51,IVP07165,36,PZA,Distribuidor
ABC065180,2021-03-05,2C005B51,IVP07165,36,PZA,Distribuidor
ABC065180,2021-03-05,2C005B51,IVP07387,36,PZA,Distribuidor
ABC065178,2021-03-05,044600D2,IVP04020,36,PZA,Distribuidor
ABC065180,2021-03-05,2C005B51,IVP11136,57,L,Distribuidor
ABC065180,2021-03-05,2C005B51,IVP07387,36,PZA,Distribuidor
ABC065183,2021-03-05,4D8CDE44,IVP04014,36,PZA,Distribuidor
ABC065183,2021-03-05,4D8CDE44,IVP07331,27,KG,Distribuidor
ABC065183,2021-03-05,4D8CDE44,IVP07331,27,KG,Distribuidor
ABC065182,2021-03-05,A8FAB560,IVP11390,57,L,Distribuidor
ABC065182,2021-03-05,A8FAB560,IVP11025,28,L,Distribuidor
ABC065182,2021-03-05,A8FAB560,IVP11390,57,L,Distribuidor
ABC065182,2021-03-05,A8FAB560,IVP11162,85,L,Distribuidor
ABC065182,2021-03-05,A8FAB560,IVP11162,85,L,Distribuidor
ABC065181,2021-03-05,FC8EF6A5,IVP07077,6,KG,Quimica y Petroquimica
ABC065180,2021-03-05,2C005B51,IVP11135,600,L,Distribuidor
ABC065180,2021-03-05,2C005B51,IVP11135,600,L,Distribuidor
ABC065182,2021-03-05,A8FAB560,IVP11025,28,L,Distribuidor
ABC065208,2021-03-06,F6F39D95,IVP07239,540,KG,Subsidiarias
ABC065208,2021-03-06,F6F39D95,IVP11455,900,L,Subsidiarias
ABC065208,2021-03-06,F6F39D95,IVP11144,684,L,Subsidiarias
ABC065208,2021-03-06,F6F39D95,IVP11160T,1500,L,Subsidiarias
ABC065208,2021-03-06,F6F39D95,IVP11303,300,L,Subsidiarias
ABC065208,2021-03-06,F6F39D95,IVP07318,1080,KG,Subsidiarias
ABC065208,2021-03-06,F6F39D95,IVP07503,540,KG,Subsidiarias
ABC065208,2021-03-06,F6F39D95,IVP07254,162,KG,Subsidiarias
ABC065208,2021-03-06,F6F39D95,IVP07244,1080,KG,Subsidiarias
ABC065208,2021-03-06,F6F39D95,IVP07201,1080,KG,Subsidiarias
ABC065208,2021-03-06,F6F39D95,IVP11436,1500,L,Subsidiarias
ABC065209,2021-03-06,F2852A0D,IVP11065,1200,L,Aceros
ABC065208,2021-03-06,F6F39D95,IVP08069,54,KG,Subsidiarias
ABC065208,2021-03-06,F6F39D95,IVP07502,1080,KG,Subsidiarias
ABC065208,2021-03-06,F6F39D95,IVP11450,600,L,Subsidiarias
ABC065208,2021-03-06,F6F39D95,IVP11432,600,L,Subsidiarias
ABC065208,2021-03-06,F6F39D95,IVP11161,1500,L,Subsidiarias
ABC065208,2021-03-06,F6F39D95,IVP07231,540,KG,Subsidiarias
ABC065208,2021-03-06,F6F39D95,IVP11162,3,L,Subsidiarias
ABC065208,2021-03-06,F6F39D95,IVP07268,540,KG,Subsidiarias
ABC065207,2021-03-06,B678967B,IVP14025,0,KG,Genericos
ABC065202,2021-03-06,78E7AA1B,IVP11253,300,L,Distribuidor
ABC065207,2021-03-06,B678967B,IVP14019,0,KG,Genericos
ABC065203,2021-03-06,8E948DF7,IVP07244,108,KG,Distribuidor
ABC065203,2021-03-06,8E948DF7,IVP11135,85,L,Distribuidor
ABC065203,2021-03-06,8E948DF7,IVP11158,57,L,Distribuidor
ABC065204,2021-03-06,2C005B51,IVP11087,28,L,Distribuidor
ABC065204,2021-03-06,2C005B51,IVP07294,54,KG,Distribuidor
ABC065204,2021-03-06,2C005B51,IVP07278,27,KG,Distribuidor
ABC065205,2021-03-06,537C0024,IVP07480,81,KG,Alimentos y farmaceutica
ABC065206,2021-03-06,AC9ECED1,IVP07391,135,KG,Ferrocarriles
ABC065203,2021-03-06,8E948DF7,IVP11162,28,L,Distribuidor
ABC065225,2021-03-08,9CF05CB4,IVP07052,27,KG,Ceramica
ABC065222,2021-03-08,E4AE17A8,IVP15042,300,KG,Polimeros
ABC065223,2021-03-08,E4AE17A8,IVP15042,300,KG,Polimeros
ABC065224,2021-03-08,E4AE17A8,IVP15042,300,KG,Polimeros
ABC065224,2021-03-08,E4AE17A8,IVP15042,300,KG,Polimeros
ABC065224,2021-03-08,E4AE17A8,IVP15042,300,KG,Polimeros
ABC065224,2021-03-08,E4AE17A8,IVP15042,300,KG,Polimeros
ABC065226,2021-03-08,C8011B50,IVP07370,1350,KG,Ferrocarriles
ABC065231,2021-03-08,EDD2371F,IVP09028,270,KG,Metal Mecanica
ABC065228,2021-03-08,BA62A6B7,IVP11032,114,L,Distribuidor
ABC065230,2021-03-08,149EF765,IVP01009,84,PZA,Genericos
ABC065231,2021-03-08,EDD2371F,IVP09023,300,L,Metal Mecanica
ABC065231,2021-03-08,EDD2371F,IVP09009,540,KG,Metal Mecanica
ABC065227,2021-03-08,C8011B50,IVP07370,1350,KG,Ferrocarriles
ABC065218,2021-03-08,3640B913,IVP11356,60,L,Alimentos y farmaceutica
ABC065219,2021-03-08,A760F354,IVP04039,3,PZA,Genericos
ABC065210,2021-03-08,101E74DD,IVP10025,90,KG,Metal Mecanica
ABC065211,2021-03-08,B678967B,IVP10002,3,PZA,Genericos
ABC065211,2021-03-08,B678967B,IVP07294,27,KG,Genericos
ABC065212,2021-03-08,B9B74BCE,IVP11430,300,L,Distribuidor
ABC065213,2021-03-08,B9B74BCE,IVP11419,312,L,Distribuidor
ABC065211,2021-03-08,B678967B,IVP08031,30,KG,Genericos
ABC065215,2021-03-08,C7045DDB,IVP07306,27,KG,Aceros
ABC065216,2021-03-08,C7045DDB,IVP07445,810,KG,Aceros
ABC065216,2021-03-08,C7045DDB,IVP07445,810,KG,Aceros
ABC065249,2021-03-09,F97390F5,IVP08042,30,KG,Metal Mecanica
ABC065245,2021-03-09,7506A90E,IVP11252,28,L,Distribuidor
ABC065245,2021-03-09,7506A90E,IVP07085,54,KG,Distribuidor
ABC065245,2021-03-09,7506A90E,IVP07085,54,KG,Distribuidor
ABC065246,2021-03-09,86CE7EC3,IVP08007,45,KG,Aceros
ABC065245,2021-03-09,7506A90E,IVP11252,28,L,Distribuidor
ABC065247,2021-03-09,E901F7E5,IVP11133,1,L,Automotriz
ABC065247,2021-03-09,E901F7E5,IVP11135,1,L,Automotriz
ABC065261,2021-03-09,80B7BC7F,IVP01009,249,PZA,Genericos
ABC065250,2021-03-09,5E4FFB9B,IVP07412,36,PZA,Alimentos y farmaceutica
ABC065257,2021-03-09,A760F354,IVP01010,1,PZA,Genericos
ABC065251,2021-03-09,D0C9A4EC,IVP11159,142,L,Alimentos y farmaceutica
ABC065259,2021-03-09,80B7BC7F,IVP01019,337,PZA,Genericos
ABC065257,2021-03-09,A760F354,IVP01009,1,PZA,Genericos
ABC065256,2021-03-09,B945ABDE,IVP11131,600,L,Alimentos y farmaceutica
ABC065255,2021-03-09,A760F354,IVP04039,9,PZA,Genericos
ABC065253,2021-03-09,85A211B5,IVP11162,300,L,Ingenios
ABC065243,2021-03-09,71C9A747,IVP11261,30,L,Minas
ABC065250,2021-03-09,5E4FFB9B,IVP04014,18,PZA,Alimentos y farmaceutica
ABC065243,2021-03-09,71C9A747,IVP11696,30,L,Minas
ABC065248,2021-03-09,CB59CB54,IVP11159,142,L,Alimentos y farmaceutica
ABC065242,2021-03-09,4D8CDE44,IVP11030,28,L,Distribuidor
ABC065232,2021-03-09,2FDFF89E,IVP07231,27,KG,Alimentos y farmaceutica
ABC065233,2021-03-09,1FF70E21,IVP14003,72,KG,Automotriz
ABC065234,2021-03-09,1FF70E21,IVP14003,48,KG,Automotriz
ABC065235,2021-03-09,1FF70E21,IVP14003,72,KG,Automotriz
ABC065242,2021-03-09,4D8CDE44,IVP11030,28,L,Distribuidor
ABC065237,2021-03-09,BA62A6B7,IVP08016,300,KG,Distribuidor
ABC065238,2021-03-09,339192DF,IVP07436,1500,KG,Distribuidor
ABC065236,2021-03-09,1FF70E21,IVP14003,48,KG,Automotriz
ABC065240,2021-03-09,6B8C369C,IVP07452,270,KG,Minas
ABC065240,2021-03-09,6B8C369C,IVP07452,270,KG,Minas
ABC065241,2021-03-09,910A30AA,IVP11082,28,L,Alimentos y farmaceutica
ABC065242,2021-03-09,4D8CDE44,IVP11539,1500,L,Distribuidor
ABC065242,2021-03-09,4D8CDE44,IVP11539,1500,L,Distribuidor
ABC065242,2021-03-09,4D8CDE44,IVP07343,135,KG,Distribuidor
ABC065242,2021-03-09,4D8CDE44,IVP07343,135,KG,Distribuidor
ABC065239,2021-03-09,E14A24B6,IVP15064,56,L,Polimeros
ABC065273,2021-03-10,A44185EF,IVP07219,6,KG,Alimentos y farmaceutica
ABC065274,2021-03-10,A760F354,IVP01009,3,PZA,Genericos
ABC065274,2021-03-10,A760F354,IVP01009,3,PZA,Genericos
ABC065274,2021-03-10,A760F354,IVP01009,3,PZA,Genericos
ABC065274,2021-03-10,A760F354,IVP01009,3,PZA,Genericos
ABC065275,2021-03-10,9E79B253,IVP07165,18,PZA,Distribuidor
ABC065276,2021-03-10,C7045DDB,IVP08031,150,KG,Aceros
ABC065283,2021-03-10,67E83BAF,IVP07145,4050,KG,Metal Mecanica
ABC065278,2021-03-10,3FEC5B6E,IVP11479,600,L,Metal Mecanica
ABC065280,2021-03-10,342EFD66,IVP07133,54,KG,Genericos
ABC065281,2021-03-10,8E948DF7,IVP10011,81,KG,Distribuidor
ABC065282,2021-03-10,BA62A6B7,IVP11159,28,L,Distribuidor
ABC065282,2021-03-10,BA62A6B7,IVP07331,27,KG,Distribuidor
ABC065283,2021-03-10,67E83BAF,IVP07145,4050,KG,Metal Mecanica
ABC065272,2021-03-10,7506A90E,IVP07201,81,KG,Distribuidor
ABC065277,2021-03-10,054FD593,IVP15168,150,KG,Automotriz
ABC065272,2021-03-10,7506A90E,IVP11057,57,L,Distribuidor
ABC065275,2021-03-10,9E79B253,IVP04009,36,PZA,Distribuidor
ABC065271,2021-03-10,A760F354,IVP04039,3,PZA,Genericos
ABC065264,2021-03-10,FD778D94,IVP11162,600,L,Distribuidor
ABC065266,2021-03-10,A760F354,IVP04039,9,PZA,Genericos
ABC065268,2021-03-10,B678967B,IVP15125,7,KG,Genericos
ABC065268,2021-03-10,B678967B,IVP15211,7,KG,Genericos
ABC065265,2021-03-10,12558C43,IVP07145,81,KG,Aceros
ABC065262,2021-03-10,044600D2,IVP07331,540,KG,Distribuidor
ABC065263,2021-03-10,D4C576EB,IVP07174,405,KG,Subsidiarias
ABC065263,2021-03-10,D4C576EB,IVP11046,600,L,Subsidiarias
ABC065263,2021-03-10,D4C576EB,IVP07085,54,KG,Subsidiarias
ABC065263,2021-03-10,D4C576EB,IVP15129,300,L,Subsidiarias
ABC065263,2021-03-10,D4C576EB,IVP11328,85,L,Subsidiarias
ABC065263,2021-03-10,D4C576EB,IVP07424,180,PZA,Subsidiarias
ABC065263,2021-03-10,D4C576EB,IVP07169,270,KG,Subsidiarias
